Latitude: 43.950917  Longitude: -71.728739
X & Y on Lambert Conformal Conic: 2122666.36 516890.35
Tile: 11935
Elevation: 541 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),tmax (deg c),tmin (deg c),vp (Pa)
2010,148,53882.82,22.25,5.12,879.00
2010,149,53975.66,21.52,8.16,1083.92
2010,150,54065.11,19.67,9.30,1171.16
2010,151,54151.11,23.30,6.68,979.62
2010,152,54233.61,20.10,9.39,1178.40
2010,153,54312.54,24.76,8.51,1109.70
2010,154,54387.85,21.06,11.77,1380.84
2010,155,54459.48,22.94,12.37,1436.17
2010,156,54527.39,23.40,12.62,1460.49
2010,157,54591.51,15.59,10.80,1294.81
2010,158,54651.81,16.31,7.25,1018.75
2010,159,54708.23,15.35,4.33,832.07
2010,160,54760.73,17.62,3.16,766.32
2010,161,54809.28,13.52,5.37,894.47
2010,162,54853.83,17.35,9.01,1148.03
2010,163,54894.35,15.29,9.26,1167.92
2010,164,54930.80,18.92,10.29,1251.16
2010,165,54963.16,19.82,9.69,1201.67
2010,166,54991.41,20.19,6.18,946.27
2010,167,55015.51,17.55,3.99,812.21
2010,168,55035.45,18.21,8.15,1083.29
2010,169,55051.21,25.58,9.99,1226.84
2010,170,55062.78,27.18,11.36,1344.16
2010,171,55070.16,26.18,13.71,1567.64
2010,172,55073.32,25.00,12.90,1487.40
2010,173,55072.28,23.52,9.12,1156.60
2010,174,55067.03,23.49,12.32,1431.83
2010,175,55057.57,24.24,12.94,1491.43
2010,176,55043.92,24.49,10.84,1297.93
2010,177,55026.09,19.85,11.82,1385.17
2010,178,55004.08,21.20,12.83,1480.85
2010,179,54977.93,24.80,15.22,1728.42
2010,180,54947.64,24.10,13.35,1531.70
2010,181,54913.24,18.10,7.57,1041.41
2010,182,54874.77,15.83,7.74,1053.46
2010,183,54832.25,21.54,7.24,1017.74
2010,184,54785.71,26.91,9.46,1183.77
2010,185,54735.20,27.11,12.05,1406.48
2010,186,54680.75,30.29,14.07,1605.16
2010,187,54622.40,30.40,17.70,2023.86
2010,188,54560.20,31.30,18.24,2094.75
2010,189,54494.20,29.38,19.36,2246.21
2010,190,54424.44,28.48,18.58,2138.75
2010,191,54350.98,22.14,18.17,2085.13
2010,192,54273.87,26.55,15.66,1778.29
2010,193,54193.16,28.21,15.46,1755.20
2010,194,54108.92,26.49,16.61,1889.62
2010,195,54021.20,24.86,17.68,2021.25
2010,196,53930.07,27.46,16.62,1890.75
2010,197,53835.58,26.03,17.13,1952.98
2010,198,53737.79,27.46,15.47,1756.27
2010,199,53636.78,24.60,15.95,1811.30
2010,200,53532.61,25.02,14.54,1654.33
2010,201,53425.35,23.74,14.99,1702.99
2010,202,53315.06,26.15,13.77,1573.63
2010,203,53201.80,22.51,13.78,1574.95
2010,204,53085.66,23.60,11.97,1398.69
2010,205,52966.68,27.77,14.81,1683.96
2010,206,52844.96,24.10,15.77,1790.23
2010,207,52720.55,21.81,11.42,1348.67
2010,208,52593.51,25.97,10.90,1303.49
2010,209,52463.93,27.01,13.23,1519.91
2010,210,52331.87,23.34,13.22,1518.51
2010,211,52197.40,19.61,7.79,1057.17
2010,212,52060.58,20.66,6.21,948.66
2010,213,51921.48,23.66,7.83,1059.92
2010,214,51780.18,24.47,11.14,1324.04
2010,215,51636.73,23.21,14.07,1604.88
2010,216,51491.20,27.75,17.06,1944.69
2010,217,51343.65,25.77,18.21,2090.23
2010,218,51194.16,22.90,13.04,1500.58
2010,219,51042.78,19.18,6.20,947.85
2010,220,50889.58,23.78,7.59,1042.58
2010,221,50734.61,26.41,12.23,1423.64
2010,222,50577.94,26.54,14.92,1695.18
2010,223,50419.63,24.89,13.01,1498.17
2010,224,50259.73,22.92,11.54,1359.82
2010,225,50098.31,23.44,12.00,1401.36
2010,226,49935.42,24.33,11.17,1326.58
2010,227,49771.11,23.07,12.18,1418.36
2010,228,49605.44,22.79,14.15,1613.26
2010,229,49438.46,24.95,12.78,1475.38
2010,230,49270.22,23.48,11.61,1366.18
2010,231,49100.78,26.67,11.27,1336.16
2010,232,48930.19,20.06,10.20,1243.99
2010,233,48758.48,20.73,6.52,969.17
2010,234,48585.72,16.94,8.94,1142.88
2010,235,48411.94,15.86,11.50,1356.11
2010,236,48237.20,21.45,10.75,1290.61
2010,237,48061.53,17.81,11.05,1316.13
2010,238,47884.98,22.23,12.17,1417.57
2010,239,47707.59,19.19,10.00,1227.33
2010,240,47529.41,23.33,7.13,1010.49
2010,241,47350.47,27.76,9.00,1147.79
2010,242,47170.81,27.16,12.84,1481.39
2010,243,46990.48,29.17,14.07,1605.01
2010,244,46809.50,29.58,16.04,1822.53
2010,245,46627.92,29.53,15.72,1784.91
2010,246,46445.77,28.65,16.62,1890.56
2010,247,46263.09,22.51,14.61,1662.47
2010,248,46079.91,16.08,8.55,1113.09
2010,249,45896.27,20.06,6.67,978.86
2010,250,45712.19,24.80,9.73,1205.30
2010,251,45527.72,20.98,12.96,1493.35
2010,252,45342.88,15.95,10.25,1248.37
2010,253,45157.70,15.56,7.22,1016.55
2010,254,44972.22,20.03,5.79,921.48
2010,255,44786.46,13.73,7.62,1044.69
2010,256,44600.46,14.29,8.73,1126.68
2010,257,44414.25,16.03,7.88,1063.55
2010,258,44227.85,12.62,5.99,934.21
2010,259,44041.29,16.22,3.68,794.76
2010,260,43854.60,14.84,4.89,865.00
2010,261,43667.82,17.44,4.64,850.19
2010,262,43480.97,18.13,5.33,892.12
2010,263,43294.07,14.68,3.20,768.16
2010,264,43107.16,17.72,1.10,661.13
2010,265,42920.26,21.29,4.38,834.87
2010,266,42733.41,18.04,7.44,1031.82
2010,267,42546.62,24.48,9.07,1152.79
2010,268,42359.94,22.53,8.07,1077.14
2010,269,42173.38,14.50,6.95,998.22
2010,270,41986.98,14.06,7.95,1068.64
2010,271,41800.76,19.72,9.99,1226.30
2010,272,41614.76,20.28,12.25,1425.39
2010,273,41429.00,21.30,11.32,1339.87
2010,274,41243.52,17.89,10.47,1266.10
2010,275,41058.34,11.79,4.53,844.05
2010,276,40873.49,12.89,0.04,612.65
2010,277,40689.02,13.43,1.91,701.00
2010,278,40504.94,17.16,5.17,882.45
2010,279,40321.29,12.07,7.47,1033.92
2010,280,40138.11,12.23,6.22,948.82
2010,281,39955.42,15.59,3.09,762.38
2010,282,39773.27,9.06,1.56,683.33
2010,283,39591.69,13.46,-1.02,566.79
2010,284,39410.71,12.00,-0.39,593.74
2010,285,39230.37,11.68,-0.10,606.20
2010,286,39050.71,12.59,-0.61,584.25
2010,287,38871.76,12.32,-1.13,562.17
2010,288,38693.57,6.43,-0.60,584.47
2010,289,38516.18,7.04,1.64,687.40
2010,290,38339.63,10.88,0.10,614.99
2010,291,38163.95,7.34,-1.09,564.05
2010,292,37989.20,8.32,-3.84,459.85
2010,293,37815.42,12.01,-2.81,496.67
2010,294,37642.65,6.48,-1.78,536.07
2010,295,37470.94,2.53,-3.42,474.46
2010,296,37300.33,6.23,-4.07,451.89
2010,297,37130.88,4.04,-2.63,503.28
2010,298,36962.64,9.73,0.05,612.81
2010,299,36795.65,18.53,4.19,824.01
2010,300,36629.97,16.89,7.10,1008.01
2010,301,36465.66,16.81,3.15,765.46
2010,302,36302.75,8.07,0.71,643.01
2010,303,36141.32,5.13,-3.47,472.75
2010,304,35981.41,3.82,-1.90,531.29
2010,305,35823.09,2.14,-4.37,441.77
2010,306,35666.41,4.72,-3.98,455.04
2010,307,35511.43,5.51,-7.60,345.13
2010,308,35358.22,5.28,-6.08,387.96
2010,309,35206.83,7.83,-0.80,575.99
2010,310,35057.32,4.12,-0.65,582.34
2010,311,34909.77,2.38,-2.03,526.37
2010,312,34764.22,4.38,-1.74,537.69
2010,313,34620.76,8.08,1.08,660.42
2010,314,34479.44,9.43,1.19,665.47
2010,315,34340.33,10.21,-3.03,488.38
2010,316,34203.49,13.41,-5.72,398.74
2010,317,34069.00,14.12,-3.12,485.40
2010,318,33936.92,10.76,-2.75,498.89
2010,319,33807.33,6.46,-1.09,564.01
2010,320,33680.28,8.73,3.01,758.01
2010,321,33555.85,10.25,2.86,749.97
2010,322,33434.11,4.73,0.37,627.29
2010,323,33315.12,1.01,-4.99,421.47
2010,324,33198.95,4.05,-7.44,349.49
2010,325,33085.68,-0.64,-7.35,351.72
2010,326,32975.36,4.21,-5.04,420.09
2010,327,32868.08,8.31,-1.47,548.26
2010,328,32763.89,0.98,-4.07,451.78
2010,329,32662.86,-0.10,-8.92,311.35
2010,330,32565.06,1.79,-7.69,342.65
2010,331,32470.54,-1.05,-6.94,363.13
2010,332,32379.39,0.29,-10.30,279.12
2010,333,32291.64,4.19,-7.24,354.79
2010,334,32207.38,4.34,-7.07,359.44
2010,335,32126.65,6.99,-2.94,491.74
2010,336,32049.51,3.31,-1.72,538.52
2010,337,31976.03,0.25,-4.65,432.72
2010,338,31906.25,-0.89,-4.49,437.68
2010,339,31840.22,-4.10,-7.33,352.30
2010,340,31777.99,-5.04,-9.78,290.82
2010,341,31719.62,-5.78,-9.17,305.28
2010,342,31665.14,-7.37,-11.90,245.73
2010,343,31614.60,-9.10,-14.49,198.90
2010,344,31568.04,-5.76,-18.68,139.90
2010,345,31525.50,-0.15,-16.22,172.28
2010,346,31487.00,8.89,-8.64,318.23
2010,347,31452.57,8.08,-3.41,474.95
2010,348,31422.26,-6.63,-9.94,287.31
2010,349,31396.08,-10.10,-14.36,201.07
2010,350,31374.04,-7.00,-15.65,180.76
2010,351,31356.18,-5.45,-15.42,184.11
2010,352,31342.50,-1.87,-13.74,211.54
2010,353,31333.02,-2.94,-12.32,237.37
2010,354,31327.74,-4.94,-11.40,255.72
2010,355,31326.67,-1.75,-8.48,322.33
2010,356,31329.81,-2.19,-6.09,387.66
2010,357,31337.15,-1.93,-5.25,413.27
2010,358,31348.70,-3.42,-9.09,307.21
2010,359,31364.43,-4.71,-11.99,243.88
2010,360,31384.35,-5.68,-13.86,209.42
2010,361,31408.42,-7.77,-14.58,197.51
2010,362,31436.64,-5.00,-15.58,181.69
2010,363,31468.97,-1.66,-12.74,229.46
2010,364,31505.40,2.20,-11.48,254.17
2010,365,31545.89,5.40,-10.67,271.07
2011,1,31590.62,8.77,-3.13,484.77
2011,2,31639.16,7.26,-2.16,521.13
2011,3,31691.65,-0.44,-7.60,344.96
2011,4,31748.07,-3.72,-11.81,247.43
2011,5,31808.35,-3.55,-11.87,246.27
2011,6,31872.47,-5.08,-15.10,189.20
2011,7,31940.37,-4.98,-15.89,177.05
2011,8,32011.99,-5.23,-13.72,211.93
2011,9,32087.29,-3.90,-12.20,239.85
2011,10,32166.22,-4.42,-11.93,245.09
2011,11,32248.70,-4.07,-11.45,254.74
2011,12,32334.70,-4.20,-11.77,248.28
2011,13,32424.14,-6.40,-11.10,262.01
2011,14,32516.97,-7.48,-15.07,189.55
2011,15,32613.12,-6.69,-18.99,136.22
2011,16,32712.53,-5.99,-19.71,128.05
2011,17,32815.14,-8.91,-21.41,110.44
2011,18,32920.87,-2.14,-21.05,113.95
2011,19,33029.66,-0.43,-11.45,254.68
2011,20,33141.45,-4.16,-11.72,249.20
2011,21,33256.17,-5.88,-13.53,215.25
2011,22,33373.74,-8.27,-20.57,118.87
2011,23,33494.10,-11.07,-23.41,92.50
2011,24,33617.19,-14.51,-29.77,51.51
2011,25,33742.93,-8.59,-26.62,69.17
2011,26,33871.25,-3.65,-17.87,149.87
2011,27,34002.08,-3.04,-11.81,247.48
2011,28,34135.36,-2.63,-13.97,207.68
2011,29,34271.02,-1.74,-13.47,216.28
2011,30,34408.99,-4.60,-15.48,183.19
2011,31,34549.21,-9.53,-19.56,129.70
2011,32,34691.60,-9.70,-19.13,134.62
2011,33,34836.10,-6.80,-15.37,185.00
2011,34,34982.65,-6.61,-13.83,209.93
2011,35,35131.18,-4.47,-21.31,111.41
2011,36,35281.63,-0.19,-20.35,121.11
2011,37,35433.93,-0.27,-15.47,183.37
2011,38,35588.03,1.44,-9.46,298.38
2011,39,35743.86,-0.42,-9.97,286.58
2011,40,35901.36,-5.17,-21.11,113.39
2011,41,36060.47,-7.59,-20.10,123.79
2011,42,36221.14,-6.30,-22.42,101.07
2011,43,36383.31,-2.89,-20.77,116.83
2011,44,36546.92,-0.74,-17.23,158.29
2011,45,36711.92,4.16,-15.48,183.31
2011,46,36878.26,-7.07,-16.68,165.80
2011,47,37045.87,-2.77,-18.00,148.25
2011,48,37214.72,7.42,-15.23,187.08
2011,49,37384.75,11.32,-7.28,353.69
2011,50,37555.91,-0.19,-9.17,305.35
2011,51,37728.15,-5.67,-15.00,190.72
2011,52,37901.43,-7.79,-15.76,179.09
2011,53,38075.69,-5.37,-18.55,141.50
2011,54,38250.91,-1.51,-17.70,152.09
2011,55,38427.02,0.55,-18.02,148.04
2011,56,38604.00,-1.17,-15.72,179.61
2011,57,38781.79,-5.05,-14.01,206.90
2011,58,38960.36,-3.48,-12.87,227.14
2011,59,39139.66,0.69,-10.25,280.22
2011,60,39319.67,-1.54,-10.58,273.14
2011,61,39500.33,0.92,-15.50,183.04
2011,62,39681.61,-6.56,-20.86,115.89
2011,63,39863.48,0.18,-21.75,107.15
2011,64,40045.90,5.59,-16.88,163.00
2011,65,40228.84,7.62,-1.84,533.55
2011,66,40412.25,0.77,-5.45,407.15
2011,67,40596.12,0.34,-11.26,258.63
2011,68,40780.40,-0.28,-12.67,230.87
2011,69,40965.06,1.91,-10.74,269.47
2011,70,41150.08,5.68,-3.22,481.75
2011,71,41335.41,2.91,-2.06,525.11
2011,72,41521.03,3.22,-1.99,527.89
2011,73,41706.92,2.52,-3.97,455.20
2011,74,41893.03,5.18,-9.43,299.06
2011,75,42079.34,3.83,-7.56,346.26
2011,76,42265.82,9.51,-2.17,520.88
2011,77,42452.45,13.29,-1.12,562.51
2011,78,42639.19,4.34,-4.30,444.11
2011,79,42826.01,3.33,-10.47,275.54
2011,80,43012.89,0.54,-8.41,323.97
2011,81,43199.80,0.59,-5.39,408.90
2011,82,43386.70,-0.55,-9.25,303.41
2011,83,43573.58,0.64,-9.66,293.60
2011,84,43760.41,0.00,-10.48,275.32
2011,85,43947.14,-2.82,-12.18,240.24
2011,86,44133.77,-2.44,-12.06,242.50
2011,87,44320.25,-0.34,-10.93,265.47
2011,88,44506.57,0.17,-9.88,288.61
2011,89,44692.68,4.14,-7.43,349.66
2011,90,44878.56,5.45,-5.19,415.31
2011,91,45064.18,1.81,-4.34,442.68
2011,92,45249.52,4.74,-3.03,488.64
2011,93,45434.53,5.06,-4.44,439.56
2011,94,45619.20,5.33,-4.06,452.28
2011,95,45803.48,5.57,-2.84,495.54
2011,96,45987.34,2.14,-5.06,419.20
2011,97,46170.76,5.49,-8.25,328.06
2011,98,46353.70,7.84,-7.69,342.57
2011,99,46536.12,11.74,-5.49,405.70
2011,100,46717.99,15.13,-2.72,499.95
2011,101,46899.28,16.88,1.05,658.87
2011,102,47079.94,13.00,2.85,749.51
2011,103,47259.94,7.80,1.25,668.28
2011,104,47439.25,9.23,0.32,625.27
2011,105,47617.82,6.22,-5.54,404.24
2011,106,47795.61,5.38,-5.41,408.25
2011,107,47972.59,7.39,-2.66,502.17
2011,108,48148.71,7.94,-1.88,532.17
2011,109,48323.92,7.99,-0.32,596.42
2011,110,48498.19,6.26,-0.77,577.44
2011,111,48671.47,4.28,-1.59,543.58
2011,112,48843.72,9.36,-4.62,433.64
2011,113,49014.88,8.75,-2.61,504.10
2011,114,49184.91,11.32,-0.21,601.56
2011,115,49353.76,14.41,1.85,698.13
2011,116,49521.38,13.78,4.71,854.75
2011,117,49687.71,20.31,7.75,1053.98
2011,118,49852.72,20.71,8.29,1093.37
2011,119,50016.33,15.96,2.73,743.35
2011,120,50178.50,14.23,2.52,732.11
2011,121,50339.18,17.22,-0.38,594.10
2011,122,50498.29,19.56,0.63,639.37
2011,123,50655.80,17.89,5.14,880.75
2011,124,50811.63,13.10,6.49,966.87
2011,125,50965.73,8.25,1.87,698.85
2011,126,51118.04,14.53,-0.22,600.82
2011,127,51268.49,17.23,2.94,754.12
2011,128,51417.03,15.50,3.47,783.34
2011,129,51563.58,15.85,2.20,715.48
2011,130,51708.09,15.14,3.25,771.25
2011,131,51850.48,16.01,4.50,842.29
2011,132,51990.70,18.30,3.69,795.18
2011,133,52128.68,20.90,5.48,901.77
2011,134,52264.34,16.03,7.08,1006.60
2011,135,52397.63,12.12,7.67,1048.71
2011,136,52528.47,11.61,6.18,946.24
2011,137,52656.80,12.12,6.09,940.67
2011,138,52782.54,14.15,7.04,1004.26
2011,139,52905.63,17.39,10.97,1309.50
2011,140,53026.00,18.89,10.86,1299.55
2011,141,53143.58,18.83,10.49,1268.55
2011,142,53258.30,16.80,9.06,1152.21
2011,143,53370.09,12.49,7.06,1005.73
2011,144,53478.90,19.00,8.48,1107.48
2011,145,53584.64,21.46,9.04,1150.85
2011,146,53687.25,24.19,10.24,1247.34
2011,147,53786.66,26.15,13.18,1515.11
2011,148,53882.82,21.60,14.06,1604.25
2011,149,53975.66,24.20,14.81,1683.88
2011,150,54065.11,25.42,15.73,1786.39
2011,151,54151.11,26.37,12.03,1404.53
2011,152,54233.61,26.85,12.47,1446.13
2011,153,54312.54,18.86,10.85,1298.71
2011,154,54387.85,14.70,5.85,924.74
2011,155,54459.48,17.98,3.52,785.68
2011,156,54527.39,19.97,4.48,841.10
2011,157,54591.51,22.19,7.34,1024.83
2011,158,54651.81,25.31,8.82,1133.30
2011,159,54708.23,28.32,11.01,1312.76
2011,160,54760.73,27.87,13.77,1573.66
2011,161,54809.28,23.17,12.87,1484.55
2011,162,54853.83,16.13,9.71,1203.43
2011,163,54894.35,13.64,6.99,1000.99
2011,164,54930.80,14.84,7.57,1041.57
2011,165,54963.16,15.37,8.46,1106.06
2011,166,54991.41,20.30,8.57,1114.42
2011,167,55015.51,25.89,9.93,1221.68
2011,168,55035.45,24.11,11.29,1337.83
2011,169,55051.21,22.72,11.69,1373.13
2011,170,55062.78,20.66,7.69,1049.67
2011,171,55070.16,20.99,7.51,1037.10
2011,172,55073.32,22.90,9.10,1154.94
2011,173,55072.28,23.65,10.34,1255.63
2011,174,55067.03,18.48,11.69,1372.99
2011,175,55057.57,13.80,10.05,1231.71
2011,176,55043.92,15.85,10.17,1241.38
2011,177,55026.09,19.00,10.89,1302.05
2011,178,55004.08,23.27,12.85,1482.66
2011,179,54977.93,24.05,12.82,1479.07
2011,180,54947.64,24.17,13.56,1553.08
2011,181,54913.24,21.07,12.48,1447.14
2011,182,54874.77,20.90,12.36,1435.78
2011,183,54832.25,24.07,12.13,1414.13
2011,184,54785.71,22.90,14.33,1632.67
2011,185,54735.20,24.19,15.19,1724.86
2011,186,54680.75,27.58,13.86,1583.05
2011,187,54622.40,28.15,13.44,1540.30
2011,188,54560.20,24.68,13.69,1565.88
2011,189,54494.20,22.85,11.05,1316.67
2011,190,54424.44,21.79,12.05,1406.09
2011,191,54350.98,24.33,11.80,1383.09
2011,192,54273.87,27.40,13.67,1563.48
2011,193,54193.16,27.03,16.32,1854.91
2011,194,54108.92,24.82,14.73,1674.73
2011,195,54021.20,23.20,9.33,1173.27
2011,196,53930.07,24.29,10.25,1248.31
2011,197,53835.58,26.56,11.75,1378.49
2011,198,53737.79,27.95,13.36,1532.20
2011,199,53636.78,25.94,15.11,1716.17
2011,200,53532.61,24.51,15.44,1752.88
2011,201,53425.35,27.87,13.02,1499.28
2011,202,53315.06,30.42,15.37,1745.29
2011,203,53201.80,32.05,19.23,2227.43
2011,204,53085.66,30.50,17.56,2006.86
2011,205,52966.68,26.40,15.96,1812.44
2011,206,52844.96,22.35,11.26,1334.75
2011,207,52720.55,22.31,11.67,1371.62
2011,208,52593.51,21.69,10.94,1306.47
2011,209,52463.93,25.34,11.44,1350.68
2011,210,52331.87,23.37,12.38,1437.08
2011,211,52197.40,23.13,14.91,1694.94
2011,212,52060.58,25.50,11.57,1362.35
2011,213,51921.48,27.53,12.40,1439.56
2011,214,51780.18,24.12,12.57,1455.56
2011,215,51636.73,23.50,10.95,1307.92
2011,216,51491.20,24.63,12.55,1453.15
2011,217,51343.65,24.84,13.88,1585.70
2011,218,51194.16,26.94,15.28,1735.04
2011,219,51042.78,24.80,16.57,1885.04
2011,220,50889.58,25.18,16.12,1831.02
2011,221,50734.61,25.13,12.57,1455.72
2011,222,50577.94,22.96,13.76,1572.56
2011,223,50419.63,22.06,12.98,1494.89
2011,224,50259.73,21.40,9.74,1206.10
2011,225,50098.31,24.25,10.38,1258.63
2011,226,49935.42,22.76,11.20,1329.70
2011,227,49771.11,17.97,13.05,1501.49
2011,228,49605.44,17.63,11.66,1370.29
2011,229,49438.46,22.20,11.63,1367.80
2011,230,49270.22,25.34,10.85,1299.41
2011,231,49100.78,26.05,12.10,1411.50
2011,232,48930.19,26.44,13.20,1516.76
2011,233,48758.48,26.01,13.09,1505.98
2011,234,48585.72,21.47,12.31,1430.36
2011,235,48411.94,19.64,7.83,1059.62
2011,236,48237.20,22.32,9.04,1150.63
2011,237,48061.53,22.55,11.79,1382.44
2011,238,47884.98,23.49,12.99,1495.86
2011,239,47707.59,24.35,12.88,1485.46
2011,240,47529.41,22.21,12.86,1483.73
2011,241,47350.47,19.50,11.36,1343.50
2011,242,47170.81,21.71,8.01,1073.33
2011,243,46990.48,22.91,9.14,1158.17
2011,244,46809.50,22.51,10.64,1280.65
2011,245,46627.92,22.68,11.90,1392.54
2011,246,46445.77,25.37,12.74,1471.51
2011,247,46263.09,27.53,14.56,1657.08
2011,248,46079.91,23.26,15.04,1708.69
2011,249,45896.27,18.35,11.72,1375.71
2011,250,45712.19,16.45,11.31,1339.23
2011,251,45527.72,18.10,11.63,1367.53
2011,252,45342.88,22.11,11.83,1386.51
2011,253,45157.70,18.79,9.05,1151.05
2011,254,44972.22,19.54,7.21,1015.83
2011,255,44786.46,21.87,8.32,1095.80
2011,256,44600.46,22.98,11.01,1312.87
2011,257,44414.25,22.43,11.93,1395.02
2011,258,44227.85,16.91,9.86,1216.14
2011,259,44041.29,11.34,3.58,789.24
2011,260,43854.60,13.70,0.74,644.30
2011,261,43667.82,15.32,1.88,699.60
2011,262,43480.97,16.18,2.90,752.30
2011,263,43294.07,15.60,3.66,793.51
2011,264,43107.16,18.33,7.59,1042.75
2011,265,42920.26,19.46,10.27,1249.55
2011,266,42733.41,21.15,13.94,1591.10
2011,267,42546.62,22.39,15.91,1806.70
2011,268,42359.94,23.02,14.86,1688.66
2011,269,42173.38,23.75,11.21,1330.01
2011,270,41986.98,23.83,9.19,1162.59
2011,271,41800.76,20.77,9.24,1166.54
2011,272,41614.76,17.49,12.05,1406.03
2011,273,41429.00,17.11,9.54,1190.27
2011,274,41243.52,15.57,9.65,1198.49
2011,275,41058.34,13.75,6.70,981.00
2011,276,40873.49,14.42,7.96,1069.63
2011,277,40689.02,13.52,7.36,1026.73
2011,278,40504.94,12.59,5.55,906.17
2011,279,40321.29,10.41,-1.32,554.61
2011,280,40138.11,14.50,-1.27,556.51
2011,281,39955.42,20.45,0.85,649.73
2011,282,39773.27,23.42,5.97,932.80
2011,283,39591.69,22.44,8.22,1088.34
2011,284,39410.71,19.83,5.49,902.14
2011,285,39230.37,15.46,4.90,865.61
2011,286,39050.71,13.88,6.14,944.09
2011,287,38871.76,15.90,9.44,1182.03
2011,288,38693.57,13.85,7.64,1046.01
2011,289,38516.18,11.51,5.58,907.98
2011,290,38339.63,11.49,2.70,741.47
2011,291,38163.95,11.58,3.13,764.40
2011,292,37989.20,10.74,4.42,837.27
2011,293,37815.42,14.36,5.48,901.68
2011,294,37642.65,11.12,5.85,925.10
2011,295,37470.94,9.21,3.38,778.34
2011,296,37300.33,7.92,1.55,683.30
2011,297,37130.88,10.83,-0.81,575.67
2011,298,36962.64,9.07,-0.96,569.34
2011,299,36795.65,7.16,-1.26,557.15
2011,300,36629.97,3.53,-1.96,528.89
2011,301,36465.66,2.95,-4.39,441.03
2011,302,36302.75,2.44,-5.21,414.52
2011,303,36141.32,1.41,-4.66,432.28
2011,304,35981.41,5.41,-4.38,441.61
2011,305,35823.09,8.22,-3.97,455.28
2011,306,35666.41,10.86,-3.20,482.26
2011,307,35511.43,11.47,-3.15,484.09
2011,308,35358.22,6.50,-3.10,486.18
2011,309,35206.83,6.12,-4.38,441.53
2011,310,35057.32,10.39,-5.78,397.07
2011,311,34909.77,13.49,-4.77,428.56
2011,312,34764.22,15.60,-2.27,516.94
2011,313,34620.76,17.03,2.31,721.00
2011,314,34479.44,16.28,3.44,781.51
2011,315,34340.33,7.91,-0.15,604.14
2011,316,34203.49,6.93,-3.49,472.15
2011,317,34069.00,10.76,-2.26,517.47
2011,318,33936.92,12.41,-0.02,609.90
2011,319,33807.33,12.81,4.32,831.42
2011,320,33680.28,11.23,-0.24,600.34
2011,321,33555.85,5.43,-1.37,552.51
2011,322,33434.11,2.18,-3.71,464.27
2011,323,33315.12,6.85,-4.08,451.62
2011,324,33198.95,11.12,-1.63,541.80
2011,325,33085.68,6.10,-2.69,501.13
2011,326,32975.36,3.32,-8.39,324.44
2011,327,32868.08,0.93,-7.83,339.07
2011,328,32763.89,0.70,-5.13,417.16
2011,329,32662.86,5.71,-4.69,431.29
2011,330,32565.06,8.19,-2.93,492.32
2011,331,32470.54,8.81,-1.50,547.26
2011,332,32379.39,9.63,0.76,645.22
2011,333,32291.64,12.74,3.96,810.42
2011,334,32207.38,11.38,3.72,797.33
2011,335,32126.65,5.34,-2.47,509.50
2011,336,32049.51,2.30,-6.67,370.66
2011,337,31976.03,2.99,-5.76,397.53
2011,338,31906.25,6.73,-5.31,411.58
2011,339,31840.22,8.62,-2.57,505.57
2011,340,31777.99,8.97,1.53,681.98
2011,341,31719.62,6.06,2.66,739.49
2011,342,31665.14,1.99,-4.98,421.87
2011,343,31614.60,1.10,-6.26,382.73
2011,344,31568.04,0.14,-6.52,375.12
2011,345,31525.50,-0.40,-10.94,265.22
2011,346,31487.00,4.17,-9.18,305.01
2011,347,31452.57,3.67,-8.17,330.01
2011,348,31422.26,2.08,-6.64,371.65
2011,349,31396.08,5.16,-2.21,519.28
2011,350,31374.04,4.94,-1.60,543.14
2011,351,31356.18,-1.37,-6.78,367.58
2011,352,31342.50,-5.23,-15.27,186.54
2011,353,31333.02,-0.26,-15.05,189.88
2011,354,31327.74,-0.52,-12.51,233.75
2011,355,31326.67,2.97,-11.49,253.92
2011,356,31329.81,5.40,-5.17,415.72
2011,357,31337.15,2.79,-4.76,428.93
2011,358,31348.70,-6.25,-12.91,226.39
2011,359,31364.43,-3.84,-16.61,166.76
2011,360,31384.35,-1.76,-12.48,234.37
2011,361,31408.42,3.88,-10.79,268.43
2011,362,31436.64,4.91,-10.05,284.75
2011,363,31468.97,-3.91,-15.70,179.89
2011,364,31505.40,-1.75,-14.80,193.89
2011,365,31545.89,1.72,-9.18,305.12
2012,1,31590.62,4.65,-2.73,499.74
2012,2,31639.16,3.31,-3.62,467.29
2012,3,31691.65,-6.46,-13.42,217.23
2012,4,31748.07,-9.29,-19.83,126.72
2012,5,31808.35,-5.42,-18.45,142.74
2012,6,31872.47,-2.20,-12.62,231.79
2012,7,31940.37,0.19,-7.95,335.82
2012,8,32011.99,-0.79,-7.15,357.19
2012,9,32087.29,-1.58,-12.70,230.36
2012,10,32166.22,-0.22,-10.84,267.34
2012,11,32248.70,-0.91,-11.08,262.42
2012,12,32334.70,-0.55,-9.86,289.04
2012,13,32424.14,0.73,-5.76,397.68
